Barcode	Peptide	LFC	totalMeanLFC
640091206	41_654_666	0.512843286691429	0.7699018375912408
640091206	AKT1_309_321_C310S	0.09253653288120489	0.22090513455765906
640091206	AKT1_320_332	0.246556121041289	0.7104336302736062
640091206	ANXA1_14_26	0.7956246100871756	0.8357056007042489
640091206	ANXA2_17_29	0.6597595312303426	1.1263195988691386
640091206	ARAF_297_307	0.44595846280780016	0.6270132015730381
640091206	BTLA_252_262	0.38270884046564735	0.6489688270373959
640091206	C1R_199_211	-0.22865141180812998	0.3018689923451829
640091206	CALM_95_107	0.27538550895033254	0.5184282479871912
640091206	CBL_693_705	0.8602165844316314	0.8280797666162382
640091206	CD28_185_197	-0.5206349256169602	0.4573352986642775
640091206	CD28_203_215	0.1955352860026185	0.3981643020932714
640091206	CD3E_182_194	0.8048399182846273	0.9861181007150487
640091206	CD3E_193_205	0.706205044096734	0.7442723615658512
640091206	CD3Z_105_117	0.7997161818318199	0.9255285538834522
640091206	CD3Z_116_128	0.9421856975660008	0.9211163215148446
640091206	CD3Z_117_129	0.8289992571534368	0.9941423399769492
640091206	CD3Z_135_147	0.5846532081825311	0.8705292837452472
640091206	CD3Z_146_158	1.2203048865475523	1.474821919391574
640091206	CD3Z_146_158.1	0.8529391069094245	0.8216095742235474
640091206	CD3Z_77_89	0.7391144781525547	0.8457013030360185
640091206	CD70_9_21_C17S	-0.15018495200606985	0.48313172389303016
640091206	CDK1_9_21	0.6338247385218274	0.9907963286394595
640091206	CDK2_8_20	0.7128981397710561	1.000372415908504
640091206	CDK4_11_23	0.8025031926297901	0.992134649048109
640091206	CTNB1_79_91	0.6893694964470232	0.9337798548331863
640091206	DCX_67_79	0.08088974037321872	0.49956342574970264
640091206	EGFR_1103_1115	0.5686029202805036	0.8769723820726337
640091206	EGFR_1165_1177	0.9137778818786799	0.6172330353695162
640091206	EGFR_1190_1202	0.35408638596169695	0.4309176058273702
640091206	EPHA1_774_786	0.648130027891658	0.7457938101288795
640091206	EPHA2_765_777	0.6525994812039464	0.8780396309323653
